Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001001202,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.6,20.2,24.7,,,6391,"(43.6198032884, -116.261164401)",UNHBEH,LPA,1608830,16001001202,Physical Inactivity
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051011200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.7,8.5,20.4,,,1894,"(32.0701433551, -81.0977752636)",HLTHOUT,TEETHLOST,1369000,13051011200,Teeth Loss
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010118,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.1,11,22,,,4782,"(33.9738072059, -84.3487694509)",HLTHOUT,TEETHLOST,1368516,13121010118,Teeth Loss
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215003000,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29,31.6,,,2676,"(32.4430326337, -84.9511707822)",HLTHOUT,ARTHRITIS,1319000,13215003000,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008906,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.3,30.3,32.3,,,3771,"(21.4525628591, -158.020918255)",HLTHOUT,BPHIGH,15003,15003008906,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008908,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.2,10.3,12.1,,,5837,"(21.4285212616, -158.020497674)",HLTHOUT,DIABETES,15003,15003008908,Diabetes
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051004400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.8,37.3,46.5,,,2337,"(32.03835623, -81.1207261985)",PREVENT,DENTAL,1369000,13051004400,Dental Visit
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003011000,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.9,42,43.6,,,4151,"(21.3625401895, -157.766586531)",UNHBEH,SLEEP,15003,15003011000,Sleep <7 hours
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003004000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,73.5,71.7,75.1,,,1552,"(21.3089081371, -157.861278772)",PREVENT,COLON_SCREEN,15003,15003004000,Colorectal Cancer Screening
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010210,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.4,4.5,,,5604,"(33.9532222931, -84.3802060273)",HLTHOUT,COPD,1368516,13121010210,COPD
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245000600,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,9.3,12,,,2890,"(33.4659248731, -81.9576365507)",HLTHOUT,COPD,1304204,13245000600,COPD
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003005700,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,17.3,18.3,,,2148,"(21.3122151949, -157.875742659)",UNHBEH,BINGE,15003,15003005700,Binge Drinking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008614,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,69.6,69.1,70.1,,,8232,"(21.4097353813, -158.068298632)",PREVENT,CHECKUP,15003,15003008614,Annual Checkup
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215002902,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,54.2,49.8,58.3,,,2249,"(32.4421023728, -84.9361979842)",PREVENT,COLON_SCREEN,1319000,13215002902,Colorectal Cancer Screening
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245001602,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.5,30.1,39.1,,,3923,"(33.4818312295, -82.046585454)",PREVENT,COREW,1304204,13245001602,Core preventive services for older women
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003405,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.6,6.4,8.7,,,3250,"(21.3051406334, -157.833155622)",PREVENT,ACCESS2,15003,15003003405,Health Insurance
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010205,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32.1,31.3,33,,,4907,"(33.9261480135, -84.3901478983)",HLTHOUT,HIGHCHOL,1368516,13121010205,High Cholesterol
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215001000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,73.1,71.9,74.4,,,4384,"(32.4981771767, -84.9339307167)",PREVENT,BPMED,1319000,13215001000,Taking BP Medication
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Health Outcomes,1342425-13121011617,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32,31.2,32.8,,,1658,"(34.0457900932, -84.2319241777)",HLTHOUT,HIGHCHOL,1342425,13121011617,High Cholesterol
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003002701,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,8,8.5,,,5093,"(21.2978533172, -157.815958289)",HLTHOUT,ARTHRITIS,15003,15003002701,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003010000,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.4,13.3,17.5,,,3320,"(21.5746987654, -158.022424523)",UNHBEH,CSMOKING,15003,15003010000,Current Smoking
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153021000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.6,18.1,23.2,,,6031,"(32.6031534696, -83.6460434624)",PREVENT,ACCESS2,1380508,13153021000,Health Insurance
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021010400,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,55.5,54.1,56.7,,,2365,"(32.8260117851, -83.6644984612)",HLTHOUT,BPHIGH,1349000,13021010400,High Blood Pressure
2016,ID,Idaho,Nampa,City,BRFSS,Prevention,1656260,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,23.8,22.4,25.2,,,81557,"(43.5829315681, -116.564145085)",PREVENT,COREW,1656260,,Core preventive services for older women
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003501,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,33.2,32.2,34.3,,,2744,"(32.0347575995, -81.084176683)",HLTHOUT,HIGHCHOL,1369000,13051003501,High Cholesterol
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003002201,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.4,47.2,49.7,,,3684,"(21.2857742954, -157.822548007)",UNHBEH,SLEEP,15003,15003002201,Sleep <7 hours
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010201,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,7.8,8.8,,,6740,"(32.5841000369, -84.9893087254)",HLTHOUT,CASTHMA,1319000,13215010201,Current Asthma
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3,2.9,3.2,,,3981,"(21.3568467266, -157.948291379)",HLTHOUT,DIABETES,15003,15003007400,Diabetes
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Unhealthy Behaviors,1304204-13245001200,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.9,32.3,37.4,,,4506,"(33.4621001622, -82.0276560504)",UNHBEH,LPA,1304204,13245001200,Physical Inactivity
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2,1.8,2.3,,,1634,"(21.4755421679, -158.035245232)",HLTHOUT,COPD,15003,15003009000,COPD
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215010602,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,59.4,56,62.5,,,4936,"(32.4742701023, -84.9148131688)",PREVENT,COLON_SCREEN,1319000,13215010602,Colorectal Cancer Screening
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051011400,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.6,13.7,15.5,,,2042,"(32.0561791719, -81.101026636)",UNHBEH,BINGE,1369000,13051011400,Binge Drinking
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002310,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.7,33.4,43.8,,,9313,"(43.615670732, -116.324343718)",PREVENT,COREM,1608830,16001002310,Core preventive services for older men
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001010321,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,20.6,25.7,,,979,"(43.6081215402, -116.336938378)",UNHBEH,LPA,1608830,16001010321,Physical Inactivity
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001000100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.6,29.9,33.3,,,3897,"(43.6162641347, -116.207722391)",UNHBEH,OBESITY,1608830,16001000100,Obesity
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215011400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.4,40.2,42.5,,,2132,"(32.5013642692, -84.9876426922)",UNHBEH,OBESITY,1319000,13215011400,Obesity
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Unhealthy Behaviors,1656260-16027021002,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,28,33.1,,,6764,"(43.6066988893, -116.603509675)",UNHBEH,LPA,1656260,16027021002,Physical Inactivity
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010507,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.5,14.3,16.7,,,5579,"(33.4373262782, -82.0509596039)",HLTHOUT,MHLTH,1304204,13245010507,Mental Health
2017,ID,Idaho,Meridian,City,BRFSS,Unhealthy Behaviors,1652120,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.7,17.4,18,,,75092,"(43.6185195383, -116.39758487)",UNHBEH,BINGE,1652120,,Binge Drinking
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000100,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,67.6,64.8,69.9,,,3897,"(43.6162641347, -116.207722391)",PREVENT,CHOLSCREEN,1608830,16001000100,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003404,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,82.8,81.8,83.8,,,4716,"(21.3074750098, -157.837331025)",PREVENT,CHOLSCREEN,15003,15003003404,Cholesterol Screening
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003501,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,23.5,19.7,27.3,,,2744,"(32.0347575995, -81.084176683)",PREVENT,COREW,1369000,13051003501,Core preventive services for older women
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010122,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.1,35,44.9,,,5596,"(33.9488742706, -84.352130576)",PREVENT,COREM,1368516,13121010122,Core preventive services for older men
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008912,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,17.2,19.3,,,2570,"(21.3962973691, -157.999977145)",HLTHOUT,ARTHRITIS,15003,15003008912,Arthritis
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008007,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,79.2,76.4,82,,,5306,"(21.4073476349, -157.959766797)",PREVENT,MAMMOUSE,15003,15003008007,Mammography
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051000900,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,13.2,14.6,,,1053,"(32.0717554728, -81.0917023008)",UNHBEH,BINGE,1369000,13051000900,Binge Drinking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.4,8.5,10.3,,,4088,"(21.2911133834, -157.790002885)",HLTHOUT,PHLTH,15003,15003000902,Physical Health
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003501,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.7,7.1,8.4,,,2744,"(32.0347575995, -81.084176683)",HLTHOUT,CHD,1369000,13051003501,Coronary Heart Disease
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051980000,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,2,"(32.0908984911, -81.1033577135)",HLTHOUT,BPHIGH,1369000,13051980000,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008007,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,3.3,3.8,,,5306,"(21.4073476349, -157.959766797)",HLTHOUT,KIDNEY,15003,15003008007,Chronic Kidney Disease
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001002413,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11,9.6,12.6,,,8245,"(43.6476872906, -116.324567671)",HLTHOUT,PHLTH,1608830,16001002413,Physical Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000903,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.6,3,,,2858,"(21.2827204274, -157.793693903)",HLTHOUT,KIDNEY,15003,15003000903,Chronic Kidney Disease
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051010501,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.4,4.1,,,2941,"(32.0638134436, -81.1583320335)",HLTHOUT,CHD,1369000,13051010501,Coronary Heart Disease
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020501,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,12.6,15.2,,,3066,"(43.5548356137, -116.542108247)",HLTHOUT,MHLTH,1656260,16027020501,Mental Health
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020401,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,20.7,22.6,,,8251,"(43.586811959, -116.542218289)",HLTHOUT,ARTHRITIS,1656260,16027020401,Arthritis
2016,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013700,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,23.7,19.8,27.8,,,3233,"(32.8327666143, -83.6349474908)",PREVENT,COREW,1349000,13021013700,Core preventive services for older women
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051003602,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,19.5,25.2,,,4623,"(32.0479323704, -81.0590055627)",UNHBEH,CSMOKING,1369000,13051003602,Current Smoking
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010703,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5,6,,,5995,"(32.4316716587, -84.9132033125)",HLTHOUT,STROKE,1319000,13215010703,Stroke
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010905,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,81.9,80.1,83.7,,,5152,"(33.276889361, -81.9454397731)",PREVENT,PAPTEST,1304204,13245010905,Pap Smear Test
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Health Outcomes,1342425-13121011613,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.2,2,2.3,,,6240,"(34.0338822059, -84.2173450523)",HLTHOUT,KIDNEY,1342425,13121011613,Chronic Kidney Disease
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010002,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,46.6,42.7,50,,,974,"(33.8834936779, -84.3555366414)",PREVENT,COREW,1368516,13121010002,Core preventive services for older women
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010710,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5,4.9,5.1,,,5932,"(33.362546791, -82.0591288669)",HLTHOUT,CANCER,1304204,13245010710,Cancer (except skin)
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003981100,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,19,"(21.3623108682, -157.715428914)",PREVENT,DENTAL,15003,15003981100,Dental Visit
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010210,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85.4,83.9,86.8,,,5604,"(33.9532222931, -84.3802060273)",PREVENT,PAPTEST,1368516,13121010210,Pap Smear Test
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008929,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.4,2.7,,,4836,"(21.4723442175, -157.998511885)",HLTHOUT,KIDNEY,15003,15003008929,Chronic Kidney Disease
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010710,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.8,4.2,,,5932,"(33.362546791, -82.0591288669)",HLTHOUT,KIDNEY,1304204,13245010710,Chronic Kidney Disease
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003981000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,13,"(21.3933774419, -157.758560761)",PREVENT,COLON_SCREEN,15003,15003981000,Colorectal Cancer Screening
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215000300,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14,13.4,14.5,,,1741,"(32.5072916139, -84.9750889548)",HLTHOUT,DIABETES,1319000,13215000300,Diabetes
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009503,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,11,10.4,11.5,,,3403,"(21.4885481006, -158.054446738)",HLTHOUT,HIGHCHOL,15003,15003009503,High Cholesterol
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003004300,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.9,4.5,,,5591,"(21.3139921557, -157.847536577)",HLTHOUT,CHD,15003,15003004300,Coronary Heart Disease
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010509,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.5,18.4,31.3,,,4119,"(33.3975311058, -82.0375714937)",HLTHOUT,TEETHLOST,1304204,13245010509,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008917,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,7.9,9.2,,,4554,"(21.4559757115, -158.003243588)",HLTHOUT,MHLTH,15003,15003008917,Mental Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000901,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.4,8.1,8.8,,,2736,"(21.2872513768, -157.78458009)",HLTHOUT,CANCER,15003,15003000901,Cancer (except skin)
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003000107,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,16.8,20.3,,,2818,"(21.3068777818, -157.69066646)",UNHBEH,LPA,15003,15003000107,Physical Inactivity
2017,HI,Hawaii,Honolulu,City,BRFSS,Prevention,15003,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,74.2,74.2,74.3,,,953207,"(21.4588039305, -157.973296737)",PREVENT,BPMED,15003,,Taking BP Medication
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008611,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,84.9,81.9,87.3,,,84,"(21.3586380343, -158.112464999)",PREVENT,MAMMOUSE,15003,15003008611,Mammography
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245000300,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.5,75,78,,,1412,"(33.4815112261, -81.9908509655)",PREVENT,CHOLSCREEN,1304204,13245000300,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010702,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,80.9,80.1,81.6,,,3666,"(21.3951520649, -157.784495187)",PREVENT,BPMED,15003,15003010702,Taking BP Medication
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Unhealthy Behaviors,1304204-13245010506,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.2,39.4,44.9,,,4708,"(33.4225108649, -82.0413499058)",UNHBEH,LPA,1304204,13245010506,Physical Inactivity
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003900,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,82.8,81.6,84,,,3534,"(32.0106975704, -81.0780583191)",PREVENT,CHOLSCREEN,1369000,13051003900,Cholesterol Screening
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003006500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.1,46.7,49.4,,,4541,"(21.3671765054, -157.834739622)",UNHBEH,SLEEP,15003,15003006500,Sleep <7 hours
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010401,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,9.8,11.4,,,6401,"(32.5310949721, -84.9393352431)",HLTHOUT,DIABETES,1319000,13215010401,Diabetes
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003006804,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,62,59.3,64.5,,,2835,"(21.3604445464, -157.911629164)",PREVENT,COLON_SCREEN,15003,15003006804,Colorectal Cancer Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010802,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,26,24.8,27.4,,,6548,"(21.4427426689, -157.741461193)",PREVENT,BPMED,15003,15003010802,Taking BP Medication
2016,GA,Georgia,Sandy Springs,City,BRFSS,Prevention,1368516,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.7,37.1,40.3,,,93853,"(33.9366669867, -84.3703197084)",PREVENT,COREM,1368516,,Core preventive services for older men
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003005400,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,15.5,13.1,18.1,,,1637,"(21.3199594239, -157.864109557)",PREVENT,COREW,15003,15003005400,Core preventive services for older women
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010904,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15,14.1,16,,,2563,"(33.3356802155, -82.1260245227)",HLTHOUT,MHLTH,1304204,13245010904,Mental Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008613,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,71.9,71.1,72.6,,,904,"(21.3493936019, -158.091433922)",PREVENT,BPMED,15003,15003008613,Taking BP Medication
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003004400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.4,12.6,14.2,,,5165,"(21.3294953099, -157.82778013)",HLTHOUT,DIABETES,15003,15003004400,Diabetes
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,5.5,4.8,6.4,,,3807,"(21.2705966647, -157.781522276)",PREVENT,ACCESS2,15003,15003000500,Health Insurance
